,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAIS - Divulgação: Dezembro de 2024,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR,410630,Corbélia,373,388,15,"4,0%",320,391,71,"22,2%",117,172,55,"47,0%",1.062,1.111,49,"4,6%",1.747,1.736,-11,"-0,6%",3.619,3.798,179,"4,9%"
,PR,410640,Cornélio Procópio,449,446,-3,"-0,7%",1.921,1.850,-71,"-3,7%",216,265,49,"22,7%",3.545,3.617,72,"2,0%",13.926,15.995,2.069,"14,9%",20.057,22.173,2.116,"10,5%"
,PR,410645,Coronel Domingos Soares,344,260,-84,"-24,4%",389,331,-58,"-14,9%",5,9,4,"80,0%",146,164,18,"12,3%",439,470,31,"7,1%",1.326,1.234,-92,"-6,9%"
,PR,410650,Coronel Vivida,179,332,153,"85,5%",1.492,1.346,-146,"-9,8%",193,140,-53,"-27,5%",1.482,1.513,31,"2,1%",1.662,1.798,136,"8,2%",5.008,5.129,121,"2,4%"
,PR,410655,Corumbataí do Sul,21,19,-2,"-9,5%",15,14,-1,"-6,7%",0,1,1,#DIV/0!,169,158,-11,"-6,5%",269,290,21,"7,8%",474,482,8,"1,7%"
,PR,410657,Cruzeiro do Iguaçu,148,149,1,"0,7%",299,265,-34,"-11,4%",19,12,-7,"-36,8%",82,84,2,"2,4%",312,362,50,"16,0%",860,872,12,"1,4%"
,PR,410660,Cruzeiro do Oeste,541,583,42,"7,8%",1.874,1.938,64,"3,4%",113,153,40,"35,4%",812,844,32,"3,9%",1.607,1.749,142,"8,8%",4.947,5.267,320,"6,5%"
,PR,410670,Cruzeiro do Sul,271,278,7,"2,6%",77,74,-3,"-3,9%",0,3,3,#DIV/0!,60,61,1,"1,7%",235,291,56,"23,8%",643,707,64,"10,0%"
,PR,410680,Cruz Machado,73,90,17,"23,3%",316,313,-3,"-0,9%",59,64,5,"8,5%",455,422,-33,"-7,3%",869,1.066,197,"22,7%",1.772,1.955,183,"10,3%"
,PR,410685,Cruzmaltina,100,96,-4,"-4,0%",0,0,0,#DIV/0!,0,1,1,#DIV/0!,127,139,12,"9,4%",221,268,47,"21,3%",448,504,56,"12,5%"
,PR,410690,Curitiba,2.363,840,-1.523,"-64,5%",91.315,93.118,1.803,"2,0%",45.467,48.205,2.738,"6,0%",152.177,150.746,-1.431,"-0,9%",644.631,686.545,41.914,"6,5%",935.984,979.454,43.470,"4,6%"
,PR,410700,Curiúva,96,107,11,"11,5%",263,288,25,"9,5%",20,41,21,"105,0%",396,389,-7,"-1,8%",1.078,1.250,172,"16,0%",1.853,2.075,222,"12,0%"
,PR,410710,Diamante do Norte,88,88,0,"0,0%",21,20,-1,"-4,8%",24,17,-7,"-29,2%",235,304,69,"29,4%",386,383,-3,"-0,8%",754,812,58,"7,7%"
,PR,410712,Diamante do Sul,57,52,-5,"-8,8%",1,6,5,"500,0%",2,28,26,"1300,0%",47,44,-3,"-6,4%",247,282,35,"14,2%",354,412,58,"16,4%"
,PR,410715,Diamante D'Oeste,57,62,5,"8,8%",58,11,-47,"-81,0%",11,1,-10,"-90,9%",165,166,1,"0,6%",263,273,10,"3,8%",554,513,-41,"-7,4%"
,PR,410720,Dois Vizinhos,1.128,1.117,-11,"-1,0%",4.892,4.802,-90,"-1,8%",634,497,-137,"-21,6%",3.061,3.243,182,"5,9%",6.118,6.808,690,"11,3%",15.833,16.467,634,"4,0%"
,PR,410725,Douradina,206,224,18,"8,7%",714,550,-164,"-23,0%",17,47,30,"176,5%",1.174,1.200,26,"2,2%",980,1.170,190,"19,4%",3.091,3.191,100,"3,2%"
,PR,410730,Doutor Camargo,26,22,-4,"-15,4%",151,142,-9,"-6,0%",9,4,-5,"-55,6%",229,272,43,"18,8%",507,507,0,"0,0%",922,947,25,"2,7%"
,PR,410740,Enéas Marques,159,157,-2,"-1,3%",384,347,-37,"-9,6%",19,20,1,"5,3%",220,278,58,"26,4%",539,510,-29,"-5,4%",1.321,1.312,-9,"-0,7%"
,PR,410750,Engenheiro Beltrão,219,316,97,"44,3%",412,368,-44,"-10,7%",237,230,-7,"-3,0%",719,653,-66,"-9,2%",872,956,84,"9,6%",2.459,2.523,64,"2,6%"
,PR,410752,Esperança Nova,46,47,1,"2,2%",56,54,-2,"-3,6%",6,2,-4,"-66,7%",31,27,-4,"-12,9%",201,230,29,"14,4%",340,360,20,"5,9%"
,PR,410753,Entre Rios do Oeste,405,434,29,"7,2%",338,346,8,"2,4%",27,22,-5,"-18,5%",252,247,-5,"-2,0%",491,536,45,"9,2%",1.513,1.585,72,"4,8%"
,PR,410754,Espigão Alto do Iguaçu,96,82,-14,"-14,6%",167,149,-18,"-10,8%",18,19,1,"5,6%",130,135,5,"3,8%",311,332,21,"6,8%",722,717,-5,"-0,7%"
,PR,410755,Farol,125,135,10,"8,0%",0,0,0,#DIV/0!,1,9,8,"800,0%",55,62,7,"12,7%",261,257,-4,"-1,5%",442,463,21,"4,8%"
,PR,410760,Faxinal,405,431,26,"6,4%",379,365,-14,"-3,7%",45,51,6,"13,3%",800,857,57,"7,1%",1.054,1.124,70,"6,6%",2.683,2.828,145,"5,4%"
,PR,410765,Fazenda Rio Grande,6,12,6,"100,0%",7.711,7.967,256,"3,3%",832,1.085,253,"30,4%",5.347,5.872,525,"9,8%",8.209,9.054,845,"10,3%",22.105,23.990,1.885,"8,5%"
,PR,410770,Fênix,35,39,4,"11,4%",9,10,1,"11,1%",70,87,17,"24,3%",151,176,25,"16,6%",736,352,-384,"-52,2%",1.001,664,-337,"-33,7%"
,PR,410773,Fernandes Pinheiro,124,132,8,"6,5%",159,167,8,"5,0%",44,43,-1,"-2,3%",91,140,49,"53,8%",447,485,38,"8,5%",865,967,102,"11,8%"
,PR,410775,Figueira,63,39,-24,"-38,1%",457,487,30,"6,6%",22,30,8,"36,4%",161,183,22,"13,7%",569,591,22,"3,9%",1.272,1.330,58,"4,6%"
,PR,410780,Floraí,181,151,-30,"-16,6%",276,254,-22,"-8,0%",4,9,5,"125,0%",228,226,-2,"-0,9%",364,422,58,"15,9%",1.053,1.062,9,"0,9%"
,PR,410785,Flor da Serra do Sul,29,21,-8,"-27,6%",268,251,-17,"-6,3%",19,17,-2,"-10,5%",168,154,-14,"-8,3%",400,384,-16,"-4,0%",884,827,-57,"-6,4%"
,PR,410790,Floresta,98,94,-4,"-4,1%",128,87,-41,"-32,0%",20,22,2,"10,0%",306,340,34,"11,1%",725,797,72,"9,9%",1.277,1.340,63,"4,9%"
,PR,410800,Florestópolis,2.032,229,-1.803,"-88,7%",61,1.965,1.904,"3121,3%",22,26,4,"18,2%",381,365,-16,"-4,2%",707,707,0,"0,0%",3.203,3.292,89,"2,8%"
,PR,410810,Flórida,28,30,2,"7,1%",137,185,48,"35,0%",14,7,-7,"-50,0%",46,57,11,"23,9%",251,245,-6,"-2,4%",476,524,48,"10,1%"
,PR,410820,Formosa do Oeste,112,99,-13,"-11,6%",104,122,18,"17,3%",15,9,-6,"-40,0%",398,447,49,"12,3%",473,473,0,"0,0%",1.102,1.150,48,"4,4%"
,PR,410830,Foz do Iguaçu,155,163,8,"5,2%",3.800,4.094,294,"7,7%",3.534,3.542,8,"0,2%",19.963,19.745,-218,"-1,1%",42.902,45.665,2.763,"6,4%",70.358,73.209,2.851,"4,1%"
,PR,410832,Francisco Alves,98,89,-9,"-9,2%",213,206,-7,"-3,3%",22,23,1,"4,5%",241,214,-27,"-11,2%",416,432,16,"3,8%",990,964,-26,"-2,6%"
,PR,410840,Francisco Beltrão,416,547,131,"31,5%",6.877,7.028,151,"2,2%",1.537,1.487,-50,"-3,3%",7.859,7.887,28,"0,4%",13.396,14.024,628,"4,7%",30.085,30.973,888,"3,0%"
,PR,410845,Foz do Jordão,84,95,11,"13,1%",99,93,-6,"-6,1%",213,188,-25,"-11,7%",110,133,23,"20,9%",449,446,-3,"-0,7%",955,955,0,"0,0%"
,PR,410850,General Carneiro,310,320,10,"3,2%",382,377,-5,"-1,3%",57,38,-19,"-33,3%",575,528,-47,"-8,2%",693,799,106,"15,3%",2.017,2.062,45,"2,2%"
,PR,410855,Godoy Moreira,4,4,0,"0,0%",0,0,0,#DIV/0!,0,0,0,#DIV/0!,45,46,1,"2,2%",264,254,-10,"-3,8%",313,304,-9,"-2,9%"
,PR,410860,Goioerê,394,456,62,"15,7%",717,691,-26,"-3,6%",129,91,-38,"-29,5%",1.915,1.952,37,"1,9%",2.642,2.574,-68,"-2,6%",5.797,5.764,-33,"-0,6%"
,PR,410865,Goioxim,171,156,-15,"-8,8%",21,88,67,"319,0%",1,0,-1,"-100,0%",172,152,-20,"-11,6%",345,394,49,"14,2%",710,790,80,"11,3%"
,PR,410870,Grandes Rios,150,163,13,"8,7%",25,45,20,"80,0%",14,9,-5,"-35,7%",167,160,-7,"-4,2%",437,441,4,"0,9%",793,818,25,"3,2%"
,PR,410880,Guaíra,177,192,15,"8,5%",671,688,17,"2,5%",100,86,-14,"-14,0%",1.982,2.029,47,"2,4%",2.676,2.944,268,"10,0%",5.606,5.939,333,"5,9%"
,PR,410890,Guairaçá,394,610,216,"54,8%",190,101,-89,"-46,8%",5,8,3,"60,0%",202,215,13,"6,4%",410,474,64,"15,6%",1.201,1.408,207,"17,2%"
,PR,410895,Guamiranga,13,14,1,"7,7%",173,221,48,"27,7%",40,46,6,"15,0%",217,183,-34,"-15,7%",479,478,-1,"-0,2%",922,942,20,"2,2%"
,PR,410900,Guapirama,121,122,1,"0,8%",120,174,54,"45,0%",7,40,33,"471,4%",179,127,-52,"-29,1%",82,370,288,"351,2%",509,833,324,"63,7%"
,PR,410910,Guaporema,33,29,-4,"-12,1%",122,89,-33,"-27,0%",1,3,2,"200,0%",26,23,-3,"-11,5%",18,225,207,"1150,0%",200,369,169,"84,5%"
,PR,410920,Guaraci,92,99,7,"7,6%",179,196,17,"9,5%",2,4,2,"100,0%",82,83,1,"1,2%",465,483,18,"3,9%",820,865,45,"5,5%"
,PR,410930,Guaraniaçu,382,363,-19,"-5,0%",240,239,-1,"-0,4%",58,71,13,"22,4%",725,777,52,"7,2%",1.159,1.179,20,"1,7%",2.564,2.629,65,"2,5%"
,PR,410940,Guarapuava,3.205,3.394,189,"5,9%",8.096,8.331,235,"2,9%",3.392,3.146,-246,"-7,3%",13.705,14.644,939,"6,9%",21.711,22.437,726,"3,3%",50.110,51.952,1.842,"3,7%"
,PR,410950,Guaraqueçaba,29,50,21,"72,4%",63,31,-32,"-50,8%",2,2,0,"0,0%",98,106,8,"8,2%",67,366,299,"446,3%",259,555,296,"114,3%"
,PR,410960,Guaratuba,134,124,-10,"-7,5%",295,310,15,"5,1%",302,271,-31,"-10,3%",2.470,2.465,-5,"-0,2%",4.566,5.562,996,"21,8%",7.767,8.732,965,"12,4%"
,PR,410965,Honório Serpa,197,195,-2,"-1,0%",132,106,-26,"-19,7%",56,80,24,"42,9%",186,197,11,"5,9%",354,356,2,"0,6%",925,934,9,"1,0%"
,PR,410970,Ibaiti,1.984,2.029,45,"2,3%",1.153,1.096,-57,"-4,9%",141,187,46,"32,6%",1.459,1.145,-314,"-21,5%",2.673,3.043,370,"13,8%",7.410,7.500,90,"1,2%"
,PR,410975,Ibema,70,84,14,"20,0%",512,480,-32,"-6,3%",11,14,3,"27,3%",272,258,-14,"-5,1%",397,433,36,"9,1%",1.262,1.269,7,"0,6%"
,PR,410980,Ibiporã,1.261,202,-1.059,"-84,0%",4.578,5.000,422,"9,2%",375,429,54,"14,4%",3.742,3.920,178,"4,8%",5.062,6.537,1.475,"29,1%",15.018,16.088,1.070,"7,1%"
,PR,410990,Icaraíma,276,316,40,"14,5%",107,139,32,"29,9%",46,64,18,"39,1%",363,362,-1,"-0,3%",590,578,-12,"-2,0%",1.382,1.459,77,"5,6%"
,PR,411000,Iguaraçu,129,127,-2,"-1,6%",144,150,6,"4,2%",79,20,-59,"-74,7%",134,142,8,"6,0%",887,875,-12,"-1,4%",1.373,1.314,-59,"-4,3%"
,PR,411005,Iguatu,13,12,-1,"-7,7%",55,68,13,"23,6%",6,12,6,"100,0%",60,58,-2,"-3,3%",208,220,12,"5,8%",342,370,28,"8,2%"
,PR,411007,Imbaú,116,121,5,"4,3%",161,218,57,"35,4%",143,95,-48,"-33,6%",356,359,3,"0,8%",823,862,39,"4,7%",1.599,1.655,56,"3,5%"
,PR,411010,Imbituva,285,349,64,"22,5%",4.677,4.534,-143,"-3,1%",126,167,41,"32,5%",1.539,1.880,341,"22,2%",928,2.001,1.073,"115,6%",7.555,8.931,1.376,"18,2%"
,PR,411020,Inácio Martins,196,258,62,"31,6%",476,328,-148,"-31,1%",29,13,-16,"-55,2%",308,260,-48,"-15,6%",692,771,79,"11,4%",1.701,1.630,-71,"-4,2%"
,PR,411030,Inajá,32,32,0,"0,0%",5,4,-1,"-20,0%",1,2,1,"100,0%",35,32,-3,"-8,6%",208,197,-11,"-5,3%",281,267,-14,"-5,0%"
,PR,411040,Indianópolis,30,29,-1,"-3,3%",852,822,-30,"-3,5%",2,1,-1,"-50,0%",93,95,2,"2,2%",357,366,9,"2,5%",1.334,1.313,-21,"-1,6%"
,PR,411050,Ipiranga,324,341,17,"5,2%",188,368,180,"95,7%",37,35,-2,"-5,4%",654,598,-56,"-8,6%",498,863,365,"73,3%",1.703,2.205,502,"29,5%"
,PR,411060,Iporã,214,227,13,"6,1%",1.682,1.825,143,"8,5%",13,25,12,"92,3%",676,683,7,"1,0%",932,1.062,130,"13,9%",3.517,3.822,305,"8,7%"
,PR,411065,Iracema do Oeste,68,68,0,"0,0%",69,80,11,"15,9%",6,0,-6,"-100,0%",67,72,5,"7,5%",198,195,-3,"-1,5%",408,415,7,"1,7%"
,PR,411070,Irati,226,255,29,"12,8%",3.561,4.415,854,"24,0%",546,651,105,"19,2%",3.783,3.761,-22,"-0,6%",4.504,5.127,623,"13,8%",12.620,14.209,1.589,"12,6%"
,PR,411080,Iretama,142,151,9,"6,3%",42,43,1,"2,4%",46,40,-6,"-13,0%",257,271,14,"5,4%",1.276,1.454,178,"13,9%",1.763,1.959,196,"11,1%"
,PR,411090,Itaguajé,56,53,-3,"-5,4%",2,3,1,"50,0%",4,5,1,"25,0%",69,72,3,"4,3%",407,370,-37,"-9,1%",538,503,-35,"-6,5%"
,PR,411095,Itaipulândia,408,454,46,"11,3%",1.758,1.698,-60,"-3,4%",124,117,-7,"-5,6%",374,414,40,"10,7%",785,921,136,"17,3%",3.449,3.604,155,"4,5%"
,PR,411100,Itambaracá,239,175,-64,"-26,8%",147,115,-32,"-21,8%",5,3,-2,"-40,0%",96,99,3,"3,1%",439,472,33,"7,5%",926,864,-62,"-6,7%"
,PR,411110,Itambé,109,118,9,"8,3%",149,151,2,"1,3%",12,8,-4,"-33,3%",172,177,5,"2,9%",523,532,9,"1,7%",965,986,21,"2,2%"
,PR,411120,Itapejara d'Oeste,200,180,-20,"-10,0%",1.937,1.915,-22,"-1,1%",83,103,20,"24,1%",714,816,102,"14,3%",940,1.036,96,"10,2%",3.874,4.050,176,"4,5%"
,PR,411125,Itaperuçu,67,53,-14,"-20,9%",631,888,257,"40,7%",1.101,1.324,223,"20,3%",994,986,-8,"-0,8%",1.594,1.831,237,"14,9%",4.387,5.082,695,"15,8%"
,PR,411130,Itaúna do Sul,33,37,4,"12,1%",84,94,10,"11,9%",0,12,12,#DIV/0!,56,48,-8,"-14,3%",281,312,31,"11,0%",454,503,49,"10,8%"
,PR,411140,Ivaí,107,98,-9,"-8,4%",441,598,157,"35,6%",33,31,-2,"-6,1%",607,602,-5,"-0,8%",645,635,-10,"-1,6%",1.833,1.964,131,"7,1%"
,PR,411150,Ivaiporã,145,170,25,"17,2%",360,348,-12,"-3,3%",188,269,81,"43,1%",2.378,2.299,-79,"-3,3%",3.585,4.028,443,"12,4%",6.656,7.114,458,"6,9%"
,PR,411155,Ivaté,58,80,22,"37,9%",1.183,1.258,75,"6,3%",4,4,0,"0,0%",155,197,42,"27,1%",448,410,-38,"-8,5%",1.848,1.949,101,"5,5%"
,PR,411160,Ivatuba,30,28,-2,"-6,7%",6,5,-1,"-16,7%",2,2,0,"0,0%",58,68,10,"17,2%",660,674,14,"2,1%",756,777,21,"2,8%"
,PR,411170,Jaboti,64,68,4,"6,3%",187,164,-23,"-12,3%",1,5,4,"400,0%",96,133,37,"38,5%",327,337,10,"3,1%",675,707,32,"4,7%"
,PR,411180,Jacarezinho,1.519,1.581,62,"4,1%",2.967,3.146,179,"6,0%",225,310,85,"37,8%",1.827,1.774,-53,"-2,9%",4.951,5.023,72,"1,5%",11.489,11.834,345,"3,0%"
,PR,411190,Jaguapitã,696,729,33,"4,7%",4.462,4.358,-104,"-2,3%",51,50,-1,"-2,0%",417,407,-10,"-2,4%",964,1.000,36,"3,7%",6.590,6.544,-46,"-0,7%"
,PR,411200,Jaguariaíva,922,940,18,"2,0%",3.795,4.214,419,"11,0%",1.068,799,-269,"-25,2%",2.003,1.954,-49,"-2,4%",3.781,3.966,185,"4,9%",11.569,11.873,304,"2,6%"
,PR,411210,Jandaia do Sul,79,78,-1,"-1,3%",2.269,2.160,-109,"-4,8%",212,158,-54,"-25,5%",1.559,1.707,148,"9,5%",2.469,2.453,-16,"-0,6%",6.588,6.556,-32,"-0,5%"
,PR,411220,Janiópolis,138,148,10,"7,2%",20,22,2,"10,0%",10,2,-8,"-80,0%",215,219,4,"1,9%",436,389,-47,"-10,8%",819,780,-39,"-4,8%"
,PR,411230,Japira,64,66,2,"3,1%",193,210,17,"8,8%",3,5,2,"66,7%",73,62,-11,"-15,1%",317,273,-44,"-13,9%",650,616,-34,"-5,2%"
,PR,411240,Japurá,77,76,-1,"-1,3%",1.116,1.144,28,"2,5%",105,228,123,"117,1%",506,527,21,"4,2%",581,693,112,"19,3%",2.385,2.668,283,"11,9%"
,PR,411250,Jardim Alegre,81,79,-2,"-2,5%",99,135,36,"36,4%",104,113,9,"8,7%",585,633,48,"8,2%",815,862,47,"5,8%",1.684,1.822,138,"8,2%"
,PR,411260,Jardim Olinda,43,34,-9,"-20,9%",102,80,-22,"-21,6%",35,89,54,"154,3%",16,18,2,"12,5%",184,190,6,"3,3%",380,411,31,"8,2%"
,PR,411270,Jataizinho,121,105,-16,"-13,2%",267,299,32,"12,0%",57,64,7,"12,3%",333,322,-11,"-3,3%",755,802,47,"6,2%",1.533,1.592,59,"3,8%"
,PR,411275,Jesuítas,233,211,-22,"-9,4%",230,192,-38,"-16,5%",37,46,9,"24,3%",384,399,15,"3,9%",649,633,-16,"-2,5%",1.533,1.481,-52,"-3,4%"
,PR,411280,Joaquim Távora,134,120,-14,"-10,4%",993,3.717,2.724,"274,3%",37,55,18,"48,6%",3.334,614,-2.720,"-81,6%",1.267,1.242,-25,"-2,0%",5.765,5.748,-17,"-0,3%"
,PR,411290,Jundiaí do Sul,166,166,0,"0,0%",27,41,14,"51,9%",22,18,-4,"-18,2%",49,52,3,"6,1%",206,242,36,"17,5%",470,519,49,"10,4%"
,PR,411295,Juranda,161,160,-1,"-0,6%",70,78,8,"11,4%",31,29,-2,"-6,5%",467,477,10,"2,1%",553,570,17,"3,1%",1.282,1.314,32,"2,5%"
,PR,411300,Jussara,65,82,17,"26,2%",1.933,1.866,-67,"-3,5%",8,22,14,"175,0%",141,133,-8,"-5,7%",565,625,60,"10,6%",2.712,2.728,16,"0,6%"
,PR,411310,Kaloré,40,46,6,"15,0%",139,144,5,"3,6%",4,4,0,"0,0%",176,173,-3,"-1,7%",439,450,11,"2,5%",798,817,19,"2,4%"
,PR,411320,Lapa,1.241,1.277,36,"2,9%",3.091,3.069,-22,"-0,7%",252,212,-40,"-15,9%",2.342,2.326,-16,"-0,7%",3.595,3.495,-100,"-2,8%",10.521,10.379,-142,"-1,3%"
,PR,411325,Laranjal,125,117,-8,"-6,4%",15,17,2,"13,3%",13,6,-7,"-53,8%",60,53,-7,"-11,7%",376,422,46,"12,2%",589,615,26,"4,4%"
,PR,411330,Laranjeiras do Sul,440,229,-211,"-48,0%",1.109,1.114,5,"0,5%",208,172,-36,"-17,3%",1.974,2.121,147,"7,4%",2.606,2.938,332,"12,7%",6.337,6.574,237,"3,7%"
,PR,411340,Leópolis,212,204,-8,"-3,8%",22,25,3,"13,6%",2,0,-2,"-100,0%",34,122,88,"258,8%",29,337,308,"1062,1%",299,688,389,"130,1%"
,PR,411342,Lidianópolis,65,85,20,"30,8%",12,12,0,"0,0%",4,3,-1,"-25,0%",88,81,-7,"-8,0%",332,363,31,"9,3%",501,544,43,"8,6%"
,PR,411345,Lindoeste,219,235,16,"7,3%",93,76,-17,"-18,3%",9,22,13,"144,4%",158,167,9,"5,7%",404,435,31,"7,7%",883,935,52,"5,9%"
,PR,411350,Loanda,251,214,-37,"-14,7%",2.691,2.856,165,"6,1%",54,64,10,"18,5%",1.344,1.373,29,"2,2%",2.361,2.389,28,"1,2%",6.701,6.896,195,"2,9%"
,PR,411360,Lobato,41,43,2,"4,9%",341,306,-35,"-10,3%",13,18,5,"38,5%",87,82,-5,"-5,7%",382,397,15,"3,9%",864,846,-18,"-2,1%"
,PR,411370,Londrina,1.160,1.145,-15,"-1,3%",20.749,21.077,328,"1,6%",10.205,10.891,686,"6,7%",44.792,43.728,-1.064,"-2,4%",97.421,107.727,10.306,"10,6%",174.327,184.568,10.241,"5,9%"
,PR,411373,Luiziana,584,621,37,"6,3%",36,55,19,"52,8%",8,10,2,"25,0%",257,241,-16,"-6,2%",491,500,9,"1,8%",1.376,1.427,51,"3,7%"
,PR,411375,Lunardelli,74,85,11,"14,9%",61,58,-3,"-4,9%",3,7,4,"133,3%",144,136,-8,"-5,6%",338,347,9,"2,7%",620,633,13,"2,1%"
,PR,411380,Lupionópolis,47,62,15,"31,9%",175,222,47,"26,9%",5,4,-1,"-20,0%",163,134,-29,"-17,8%",497,545,48,"9,7%",887,967,80,"9,0%"
,PR,411390,Mallet,314,305,-9,"-2,9%",1.388,1.609,221,"15,9%",21,31,10,"47,6%",589,599,10,"1,7%",1.091,1.049,-42,"-3,8%",3.403,3.593,190,"5,6%"
,PR,411400,Mamborê,509,475,-34,"-6,7%",96,126,30,"31,3%",16,12,-4,"-25,0%",664,578,-86,"-13,0%",896,1.045,149,"16,6%",2.181,2.236,55,"2,5%"
,PR,411410,Mandaguaçu,232,231,-1,"-0,4%",794,844,50,"6,3%",406,483,77,"19,0%",1.515,1.558,43,"2,8%",2.043,2.142,99,"4,8%",4.990,5.258,268,"5,4%"
,PR,411420,Mandaguari,333,346,13,"3,9%",8.047,8.442,395,"4,9%",181,269,88,"48,6%",2.304,2.172,-132,"-5,7%",3.158,3.280,122,"3,9%",14.025,14.509,484,"3,5%"
,PR,411430,Mandirituba,136,132,-4,"-2,9%",2.207,2.286,79,"3,6%",272,255,-17,"-6,3%",1.056,1.120,64,"6,1%",1.672,1.526,-146,"-8,7%",5.343,5.319,-24,"-0,4%"
,PR,411435,Manfrinópolis,25,19,-6,"-24,0%",84,98,14,"16,7%",5,13,8,"160,0%",168,211,43,"25,6%",265,233,-32,"-12,1%",547,574,27,"4,9%"
,PR,411440,Mangueirinha,407,436,29,"7,1%",514,509,-5,"-1,0%",52,80,28,"53,8%",1.158,1.164,6,"0,5%",1.443,1.413,-30,"-2,1%",3.574,3.602,28,"0,8%"
,PR,411450,Manoel Ribas,156,136,-20,"-12,8%",263,257,-6,"-2,3%",25,30,5,"20,0%",774,804,30,"3,9%",907,949,42,"4,6%",2.125,2.176,51,"2,4%"
,PR,411460,Marechal Cândido Rondon,520,582,62,"11,9%",7.040,7.687,647,"9,2%",553,497,-56,"-10,1%",4.901,4.439,-462,"-9,4%",5.839,6.441,602,"10,3%",18.853,19.646,793,"4,2%"
,PR,411470,Maria Helena,242,301,59,"24,4%",136,141,5,"3,7%",4,1,-3,"-75,0%",95,113,18,"18,9%",341,391,50,"14,7%",818,947,129,"15,8%"
,PR,411480,Marialva,311,371,60,"19,3%",3.127,3.250,123,"3,9%",550,533,-17,"-3,1%",2.610,2.704,94,"3,6%",3.622,4.042,420,"11,6%",10.220,10.900,680,"6,7%"
,PR,411490,Marilândia do Sul,298,303,5,"1,7%",183,148,-35,"-19,1%",61,36,-25,"-41,0%",298,289,-9,"-3,0%",528,651,123,"23,3%",1.368,1.427,59,"4,3%"
,PR,411500,Marilena,210,200,-10,"-4,8%",300,245,-55,"-18,3%",29,26,-3,"-10,3%",184,234,50,"27,2%",584,571,-13,"-2,2%",1.307,1.276,-31,"-2,4%"
,PR,411510,Mariluz,150,157,7,"4,7%",80,79,-1,"-1,3%",11,14,3,"27,3%",249,240,-9,"-3,6%",468,558,90,"19,2%",958,1.048,90,"9,4%"
,PR,411520,Maringá,759,862,103,"13,6%",27.645,27.695,50,"0,2%",9.759,10.895,1.136,"11,6%",41.988,43.028,1.040,"2,5%",93.766,96.844,3.078,"3,3%",173.917,179.324,5.407,"3,1%"
,PR,411530,Mariópolis,198,201,3,"1,5%",175,198,23,"13,1%",35,47,12,"34,3%",445,436,-9,"-2,0%",611,584,-27,"-4,4%",1.464,1.466,2,"0,1%"
,PR,411535,Maripá,105,106,1,"1,0%",466,439,-27,"-5,8%",15,14,-1,"-6,7%",315,340,25,"7,9%",511,562,51,"10,0%",1.412,1.461,49,"3,5%"
,PR,411540,Marmeleiro,149,149,0,"0,0%",708,699,-9,"-1,3%",95,50,-45,"-47,4%",1.084,1.203,119,"11,0%",1.229,1.296,67,"5,5%",3.265,3.397,132,"4,0%"
,PR,411545,Marquinho,43,43,0,"0,0%",105,105,0,"0,0%",5,10,5,"100,0%",81,79,-2,"-2,5%",269,284,15,"5,6%",503,521,18,"3,6%"
,PR,411550,Marumbi,104,100,-4,"-3,8%",342,338,-4,"-1,2%",7,7,0,"0,0%",170,159,-11,"-6,5%",362,405,43,"11,9%",985,1.009,24,"2,4%"
,PR,411560,Matelândia,105,114,9,"8,6%",10.165,8.875,-1.290,"-12,7%",68,70,2,"2,9%",745,710,-35,"-4,7%",1.495,1.655,160,"10,7%",12.578,11.424,-1.154,"-9,2%"
,PR,411570,Matinhos,1,1,0,"0,0%",206,239,33,"16,0%",757,802,45,"5,9%",2.387,2.333,-54,"-2,3%",4.437,4.707,270,"6,1%",7.788,8.082,294,"3,8%"
,PR,411573,Mato Rico,56,50,-6,"-10,7%",32,43,11,"34,4%",8,1,-7,"-87,5%",44,39,-5,"-11,4%",334,322,-12,"-3,6%",474,455,-19,"-4,0%"
,PR,411575,Mauá da Serra,115,132,17,"14,8%",697,761,64,"9,2%",36,43,7,"19,4%",374,467,93,"24,9%",1.102,1.301,199,"18,1%",2.324,2.704,380,"16,4%"
,PR,411580,Medianeira,356,418,62,"17,4%",8.456,9.800,1.344,"15,9%",1.018,794,-224,"-22,0%",4.811,4.709,-102,"-2,1%",6.907,6.446,-461,"-6,7%",21.548,22.167,619,"2,9%"
,PR,411585,Mercedes,86,89,3,"3,5%",241,178,-63,"-26,1%",15,15,0,"0,0%",319,338,19,"6,0%",500,516,16,"3,2%",1.161,1.136,-25,"-2,2%"
,PR,411590,Mirador,243,230,-13,"-5,3%",0,2,2,#DIV/0!,44,24,-20,"-45,5%",18,17,-1,"-5,6%",182,242,60,"33,0%",487,515,28,"5,7%"
,PR,411600,Miraselva,45,52,7,"15,6%",3,7,4,"133,3%",2,2,0,"0,0%",32,33,1,"3,1%",219,231,12,"5,5%",301,325,24,"8,0%"
